screenName,text,klasa
Gemsmc2,"RT @SDLPlive: As negotiations begin in Brussels, here are 5 things you need to know about #Brexit (Spoiler: Brexit means trouble) https://t…",negatywna
Cormier_press,The EU goes one up on the first day of #Brexit talks https://t.co/78GbHvyANB,pozytywna
miserableeric0,"RT @finchly: Why do we presume May or Trump CAN behave differently? &lt;Learn from your mistakes PM. Drop the #brexit belligerence&gt; https://t.…",negatywna
kimwillsher1,"#Brexit. As my much loved and missed grandmother used to say: ""He who laughs last, laughs longest."" https://t.co/lqX1QaRnHK",pozytywna
linda62lowe,"RT @marcuschown: Retweet if you think this lemming on a spoon would be better at negotiating #Brexit than Davis Boris &amp; May https://t.co/i…",negatywna
JonSavage1966,"RT @RebetikoWalrus: #Brexit is the stupidest thing ever. We don't have to do it. We have not legally decided to do it. And the fools are st…",negatywna
ddek8124343,"RT @UKIPNFKN: I've got absolutly no idea what the UK Government are hoping to achieve in #Brexit! The whole thing is nonsensicle! #Brexit…",negatywna
JamesPictures,"RT @HMCabinetCat: Full marks for a Diverse &amp; Inclusive team goes to David Davis.... #brexittalks #Brexit #Diversity https://t.co/pocCKfgxIQ",pozytywna
alicetheunique,RT @janemerrick23: Michel Barnier says there will be one week of #Brexit negotiations every month. So like a period. Only more painful.,negatywna
EmilyIRWilliams,RT @BD_Stew: #Brexit 'will enhance' UK #wildlife laws - @michaelgove https://t.co/4N7gvDmsH7 Fingers crossed! https://t.co/hDx7mhBtux,negatywna
UkVeritas1,"#TheGreatToryBrexitBetryal is NIGH!The 17.4 million #brexit referendum ""winners"" are about to get SCREWED.",pozytywna
ElaineWITV,RT @janemerrick23: Michel Barnier says there will be one week of #Brexit negotiations every month. So like a period. Only more painful.,negatywna
Connovar,RT @Gwynoro: @Hilary_LibDem @Connovar @nick_clegg @DavidDavisMP The biggest loss to the present Parliament  over monitoring #brexit talks w…,negatywna
raygun_ronald,DD = pay and run away #brexit,negatywna
CAsunshinegal,"Glad you are leaving the EU, UK! #brexittalks #Brexit @Nigel_Farage https://t.co/2coIkhlPB0",pozytywna
alessiotreglia,RT @euromove: Michael Gove changes tune on cheaper food #brexit https://t.co/pxLhYRPPu9,pozytywna
mhaswell,RT @chrisckmedia: This is just delightful! #Brexit #CarryOnAbroad https://t.co/e8mwZ0VGzD,pozytywna
Grado779,RT @LBC: How do you feel about the prospect of a successful Brexit negotiation? #CliveOnLBC #Brexit @DavidDavisMP @MichelBarnier,pozytywna
lesleyanneheap,"RT @Quinonostante: PM with no mandate, #Brexit chaos and now no Queens Speech.? ""Move along nothing to see here"" #Tories and now #Authorita…",negatywna
moelhoej,RT @Schuldensuehner: The most complicated negotiation of all time has begun. Your guide to the EU-UK #Brexit negotiations. https://t.co/b1y…,negatywna
Sandbagger59,RT @janemerrick23: Michel Barnier says there will be one week of #Brexit negotiations every month. So like a period. Only more painful.,negatywna
MBarelegs,"RT @gwjschenk: I love this summary by David Dimbleby on the #ExitPoll #GeneralElection17 #Brexit #brexitshambles https://t.co/61NLNmF1tA",pozytywna
mp4rthesius,Keep calm and enjoy some lazy 648 days 'till #brexit!,pozytywna
cripttext,RT @LBC: How do you feel about the prospect of a successful Brexit negotiation? #CliveOnLBC #Brexit @DavidDavisMP @MichelBarnier,pozytywna
aaracil1,""" #Brexit is bad for #health ."" #Catalonia independece, too. Any isolation is bad to face global challenges... https://t.co/OwlK8kxANl",negatywna
zhenren,Brexit is the worse idea ever hatched in U.K.  The vote by slim majority is travesty of democracy.  Idiocy of 2016. #brexit #uk #TheresaMay,negatywna
B37boy,"RT @UKIPNFKN: There's no benefits of Brexit for anyone living in the UK - or anyone living on the planet. So why #Brexit? #Brexit #MayDUP…",negatywna
j_sutherland2,RT @grahambsi: Barnier is clearly in charge and will set the terms of the #Brexit negotiation. Davis looked flustered and out of his depth.,negatywna
donjoniglesias,RT @janemerrick23: Michel Barnier says there will be one week of #Brexit negotiations every month. So like a period. Only more painful.,negatywna
AndrewG999,"RT @barryjbutler: #Farage speaks about #Brexit excitement in North Carolina apparently. We must surely sit up &amp; pay attention. https://t.…",pozytywna
LindsayScott2,RT @stephenpaton134: I see the #Brexit negotiations are off to a flying start. https://t.co/a01IX9yvcZ,pozytywna
ilovepiesme,RT @LBC: How do you feel about the prospect of a successful Brexit negotiation? #CliveOnLBC #Brexit @DavidDavisMP @MichelBarnier,pozytywna
Our_Man_Flint,RT @chrisckmedia: This is just delightful! #Brexit #CarryOnAbroad https://t.co/e8mwZ0VGzD,pozytywna
jonnylaws1,"RT @DavidDavisMP: (1/3) Post #Brexit a UK-German deal would include free access for their cars and industrial goods, in exchange for a deal…",pozytywna
djtiggeh,"sounds about right #brexittalks #Brexit https://t.co/HekMSqXUvX",pozytywna
B37boy,"RT @marcuschown: Retweet if you think this lemming on a spoon would be better at negotiating #Brexit than Davis Boris &amp; May https://t.co/i…",negatywna
McElhinneyAccs,RT @ChartAccsUlster: 4 of 5 CAs feel that NI economy will be more negatively affected by #Brexit compared to rest of the UK #CASurvey17 htt…,pozytywna
Adionahina,"@ROCHERRY Amjpol's tweet makes no sense, he said Brits would move to EU after #brexit when they'll have hurdles there",pozytywna
Alanna_T7,"RT @Alanna_T7: Now I find this....perfect for me and HIM. Oh, well, it's funny anyway. Night US, good morning, etc #Brexit @ausexit #Grexit…",pozytywna
AndreaMann,RT @chrisckmedia: This is just delightful! #Brexit #CarryOnAbroad https://t.co/e8mwZ0VGzD,pozytywna
PascalVerdeau,RT @er1cmau: The calendar for the #Brexit talks https://t.co/bw4twHUWjp,pozytywna
Big_Headers,RT @CER_IanBond: Interesting. Is the awful truth about #Brexit starting to dawn - that the best to hope for is damage limitation? https://t…,pozytywna
Lesleygsmith3,RT @DavidDhenry: @TommySheppard If we wait till after #brexit then EU citizens will not have a vote in #indyref2 that could be crucial.,negatywna
TheGreatRemain,"RT @azuretone: No Deal should mean NO #Brexit We either negotiate a good deal for the UK or we STAY. NO #WTO tariffs, no hard Brexit.",pozytywna
LollysMum1,"RT @theSNP: As #Brexit negotiations start today read @NicolaSturgeon on why there should be a genuine four-nation approach. https://t.co/J…",pozytywna
dizzleeducation,"Previous two tweets make clear why we need the EU much, much more than they need us #brexit nonsense",negatywna
ROCHERRY,"RT @UKIPNFKN: European commission to crackdown on offshore tax avoidance via @guardian #Brexit #MayDUP #BrexitExit https://t.co/C9lDHMyhbK",negatywna
Rae0014,"RT @UKIPNFKN: European commission to crackdown on offshore tax avoidance via @guardian #Brexit #MayDUP #BrexitExit https://t.co/C9lDHMyhbK",negatywna
SandraDunn1955,"RT @nickreeves9876: Petition to Jeremy Corbyn: My vote for Labour is NOT a vote for #Brexit https://t.co/bXWnZo1AKm … #Remain #Labour #GE2…",pozytywna
CosimadiRonda,RT @janemerrick23: Michel Barnier says there will be one week of #Brexit negotiations every month. So like a period. Only more painful.,negatywna
LindsayScott2,"RT @joannaccherry: After all his bluster about ""the row of the summer"" @DavidDavisMP caves in to the #EU timetable for #Brexit negotiations…",pozytywna
EK_EuropeanMove,"RT @tony_nog: #Brexit #In Thread - reality of today's concession by Davis 1) Today the UK agreed to the EU's ""sequencing"", ie sort out the…",pozytywna
Marella1957,"RT @joannaccherry: After all his bluster about ""the row of the summer"" @DavidDavisMP caves in to the #EU timetable for #Brexit negotiations…",pozytywna
RobertFillies1,"RT @petertimmins3: Seeing as the UK currently doesn't have a government exactly who or what is David Davis representing to the EU? #brexit",pozytywna
Grado779,"RT @Adm_deRuyter: @TRobinsonNewEra @DestroyTheEU Fantastic Jacob Rees-Mogg just put down 'sir' vince cable over #Brexit no soft brexit or…",pozytywna
siatraining,RT @janemerrick23: Michel Barnier says there will be one week of #Brexit negotiations every month. So like a period. Only more painful.,negatywna
SandraDunn1955,RT @CER_IanBond: Interesting. Is the awful truth about #Brexit starting to dawn - that the best to hope for is damage limitation? https://t…,pozytywna
FolktalesEU,"#Tory &amp; #UKIP pet #DavidDavis says #Brexit talks so far all gone covfefe. Master #Trump is orangely happy. #Brexit1yrOn #brexit",pozytywna
thedrunkbirder,@NickyMorgan01 very strong and stable! What a joke #MayMustGo #NotMyPrimeMinister #brexit https://t.co/FrIon1a8WA,pozytywna
weemokerr,RT @nickreeves9876: Labour supporters should ask why Corbyn is helping the government achieve a Tory #Brexit which would wreck much that La…,pozytywna
maelysdervenn,"RT @nickreeves9876: #Brexit is a kind of political rabies which turns otherwise reasonable &amp; intelligent people into driveling idiots. #Rem…",pozytywna
youngian67,RT @chrisckmedia: This is just delightful! #Brexit #CarryOnAbroad https://t.co/e8mwZ0VGzD,pozytywna
gallantfive,"RT @UKIPNFKN: #Brexit Supporters: Nigel Farage Donald Trump (possibly) Vladimir Putin Katie Hopkins Ian Brady and now... ISIS!! https://t.c…",pozytywna
GeallDavid,"RT @gwjschenk: I love this summary by David Dimbleby on the #ExitPoll #GeneralElection17 #Brexit #brexitshambles https://t.co/61NLNmF1tA",pozytywna
ColinMcAlliste3,"RT @nickreeves9876: The Tory right yearns for a brutally hard #Brexit which forces Britain to slash taxes, regulations &amp; welfare in order t…",negatywna
RickyGtfour,"RT @marcuschown: Retweet if you think this lemming on a spoon would be better at negotiating #Brexit than Davis Boris &amp; May https://t.co/i…",negatywna
HaylerRoss7155,"RT @lindayueh: UK &amp; EU agree #Brexit negotiating priorities: citizens' rights, #brexitbill &amp; others eg N Ireland/Ireland; trade not include…",negatywna
sz_duras,"who else has noticed that #brexit suggests that homo economicus,  the (liberal) natural law of self-interest is dead...",negatywna
TerryClasper,RT @janemerrick23: Michel Barnier says there will be one week of #Brexit negotiations every month. So like a period. Only more painful.,negatywna
mirrorwriter,"LEAD negoitator didn't understand the BASICS. Stupid Tories &amp; their nasty, xenophobic #Brexit. EU negotiators know… https://t.co/qtugrNAM9Y",negatywna
MissMcN,RT @janemerrick23: Michel Barnier says there will be one week of #Brexit negotiations every month. So like a period. Only more painful.,negatywna
davidbarratt15,RT @janemerrick23: Michel Barnier says there will be one week of #Brexit negotiations every month. So like a period. Only more painful.,negatywna
campaignforkate,"RT @SeamusjKearney: Strong words from @simoncoveney, important to use our position in EU to protect all on this island. #Brexit https://t.c…",pozytywna
Thistletot,"RT @_WeAreScotland_: Just one word spring to my mind every time I look at David Davis... SMARMY..�� #brexit",pozytywna
minxymartin,RT @TheSatireParty: How are the 'negotiations going Theresa?' #Brexit #ToriesOut #GE2017 #JC4PM #ResignTheresaMay #EndAusterity #DUPCoaliti…,pozytywna
ColinMcAlliste3,RT @nickreeves9876: Tory MP Jacob Rees-Mogg: Britain could slash environmental &amp; safety standards 'a very long way' after  #Brexit https://…,pozytywna
YavorGospodinov,"RT @RCorbettMEP: Debating #brexit and start of #brexittalks on @BBCNews &amp; @BBCWorld https://t.co/74unJA6s3u… https://t.co/eY4UOXfKRO",pozytywna
jarnboy,"RT @oxfamgb: #Brexit negotiations start today. 14,000 refugees and migrants could die by the time they end. We must #StandAsOne https://t.c…",negatywna
daphne_miles,"#Brexit -you'd think Wonder Boy, David Davis, could have put a comb thro his hair, before the photo op- his EU co-worker, svelte and smart!",pozytywna
Daffy_Citric,RT @simonstorvik: The model anti-#Brexit protest at Mini-Europe in Brussels. Made my day! ������������ https://t.co/X63NUkRNVh,negatywna
mskirans,RT @huwevans71: #Brexit negotiations begin today. Last year I blogged on the #insurance industry priorities to ensure the best deal https:/…,pozytywna
ColinMcAlliste3,RT @nickreeves9876: Once the British passport was the best in the world. After #Brexit it would be better to have a Latvian or Romanian pas…,pozytywna
rdipad,#Brexit UK team - no women no youth no diversity - old white grey men vs dynamic class of #EU - economic suicide https://t.co/qarDrrpVsV,negatywna
SolSorta,RT @janemerrick23: Michel Barnier says there will be one week of #Brexit negotiations every month. So like a period. Only more painful.,negatywna
rebroger,Britain just caved into a major EU demand on the very first day of Brexit talks https://t.co/0K7TI46Snt &gt; #BREXIT,negatywna
GreenCandidate,"RT @Molly4Bristol: Delusion and dishonesty have triumphed. We need to get real on #Brexit. My letter in today's @guardian https://t.co/8sUr…",pozytywna
cristinauen,RT @janemerrick23: Michel Barnier says there will be one week of #Brexit negotiations every month. So like a period. Only more painful.,negatywna
Anti__UKIP,"Reassessing Corbynism: success, contradictions and a difficult path ahead https://t.co/KbOZhjjxXx #brexit",pozytywna
JBain1979,RT @LBC: How do you feel about the prospect of a successful Brexit negotiation? #CliveOnLBC #Brexit @DavidDavisMP @MichelBarnier,pozytywna
philmor,RT @janemerrick23: Michel Barnier says there will be one week of #Brexit negotiations every month. So like a period. Only more painful.,negatywna
stivevans,"RT @gwjschenk: I love this summary by David Dimbleby on the #ExitPoll #GeneralElection17 #Brexit #brexitshambles https://t.co/61NLNmF1tA",pozytywna
jeanichol,RT @janemerrick23: Michel Barnier says there will be one week of #Brexit negotiations every month. So like a period. Only more painful.,negatywna
AnderEzkurra,"RT @jonworth: Your summary of how today is going to go in Brussels. #Brexit (Cartoon Patrick Blower, via @Cartoon4sale @jacobchr) https://…",pozytywna
Pingachoo,"RT @gwjschenk: I love this summary by David Dimbleby on the #ExitPoll #GeneralElection17 #Brexit #brexitshambles https://t.co/61NLNmF1tA",pozytywna
IGuardamino,"RT @juliamacfarlane: Estragon: Shall we go then? Vladimir: Yes let's go -They do not move- #Brexit https://t.co/ZaXl1CMocx",negatywna
cairosue,RT @dw_europe: Discussions on #NorthernIreland took big part of negotiations today - says #Brexit Minister @DavidDavisMP https://t.co/wRzIE…,pozytywna
gheetar,RT @TheSatireParty: How are the 'negotiations going Theresa?' #Brexit #ToriesOut #GE2017 #JC4PM #ResignTheresaMay #EndAusterity #DUPCoaliti…,pozytywna
gallantfive,#EU moves onwards &amp; upwards. #UK moves backwards &amp; downwards. #brexit https://t.co/omO15ugBEq,negatywna
AaronPorter,Looks like the having cake &amp; eating it strategy has been abandoned on Day 1. #brexit https://t.co/40CyIgMsxn,pozytywna
OBollocks,RT @janemerrick23: Michel Barnier says there will be one week of #Brexit negotiations every month. So like a period. Only more painful.,negatywna
elinjjones,RT @janemerrick23: Michel Barnier says there will be one week of #Brexit negotiations every month. So like a period. Only more painful.,negatywna
fdm115,"RT @RCorbettMEP: European frustration over #Britain’s confused &amp; muddled approach to #Brexit boils over: https://t.co/hD71tdWEYz",negatywna
BethcooperER,RT @janemerrick23: Michel Barnier says there will be one week of #Brexit negotiations every month. So like a period. Only more painful.,negatywna
lkfjen,Though of course a reduction in banana tariffs is unlikely to mean anything by the time it's £50 to the $.  #Brexit #globalembarrassment,negatywna
applessquabble,RT @janemerrick23: Michel Barnier says there will be one week of #Brexit negotiations every month. So like a period. Only more painful.,negatywna
kurt_obruny,#Brexit coverage by the BBC World Service. Bottom line: at the end of the day it`s still Merkel and Mercedes exports to the UK.,pozytywna
John_McKee,I see we have Taken Back Control by agreeing to a non-parallel two stage negotiation.Masterful negotiation #brexittalks #Brexit #Brexit1yrOn,pozytywna
sally_ericsson,RT @SInglesfield: The country might be saved from the #brexit disaster  thanks to @Conservatives incompetence . Thanks @DavidDavisMP �� keep…,pozytywna
weloveeconomics,"RT @weloveeconomics: #Brexit is SOCIAL DUMPING sold under the name of ""SOVEREIGNTY""! #remain #StopBrexit  #hungparliament @UKIPNFKN @nickre…",negatywna
nelle1967,RT @janemerrick23: Michel Barnier says there will be one week of #Brexit negotiations every month. So like a period. Only more painful.,negatywna
GeedonBruce,"Clegg was wheeled out on #r4today this morning. He has a #Brexit plan, apparently. I'm sure it'll make all the diff… https://t.co/3EuKRvNcir",pozytywna
GreenCandidate,"RT @TheGreenParty: As #Brexit negotiations begin, here's @CarolineLucas on why we'll fight Theresa May's extreme Brexit https://t.co/MeBwmu…",negatywna
LiamM2868,"David Davis is David Brent's brother by another name. When he is unable to patronise and condescend, you'll cringe at his mediocrity #Brexit",negatywna
IIMGltd,Brexit: UK caves in to EU's demand to settle divorce before future trade on first day of talks… https://t.co/SvqK0IeEHW,negatywna
easypoliticsUK,"On the theme of #Brexit, here's a bit about euroscepticism! https://t.co/rOrC5ZS21o",pozytywna
Nisha_thakkar9,@LBC Here is a real economic analysis of what #Brexit entails - https://t.co/F7XvdWiD0t. All because of the boy who… https://t.co/vV5tL2D61x,negatywna
weloveeconomics,RT @weloveeconomics: #Brexit - China export myth vs reality: Was EU stopping  UK from exporting to 3rd countries? Or was it just poor polic…,negatywna
melissachemam,#Brexit - #UK caves in to #EU demand to agree divorce bill before trade talks https://t.co/kRDlatv0FR,negatywna
rhysbmorgan,RT @janemerrick23: Michel Barnier says there will be one week of #Brexit negotiations every month. So like a period. Only more painful.,negatywna
pault14761,"RT @RCorbettMEP: Debating #brexit and start of #brexittalks on @BBCNews &amp; @BBCWorld https://t.co/74unJA6s3u… https://t.co/eY4UOXfKRO",pozytywna
leo14754,"RT @nickreeves9876: Petition to Jeremy Corbyn: My vote for Labour is NOT a vote for #Brexit https://t.co/bXWnZo1AKm … #Remain #Labour #GE2…",pozytywna
adeelimrani,Is your business prepared for #Brexit?https://t.co/3f2hPtdpMC via @worldfirstuk https://t.co/7cCmcLOA5s,pozytywna
PhilipJTaylor1,"RT @franskoster070: #Brexit: UK business wants free trade with EU, access to skilled labour. FTSE 100 companies lay out priorities. #FT htt…",pozytywna
susie_hewson,"RT @RCorbettMEP: Debating #brexit and start of #brexittalks on @BBCNews &amp; @BBCWorld https://t.co/74unJA6s3u… https://t.co/eY4UOXfKRO",pozytywna
albaceltic,"Scots falling for ""vote @Conservatives to stop #indyref2 "" really This #Tory Gov are totally shit &amp; the #brexit fan is on Thanks a lot",negatywna
bobhughesnews,RT @alexstubb: Brexit negs begin today. Worst outcome: no result.  Possible outcome: soft Brexit. Likely outcome: hard #Brexit. Best outcom…,negatywna
weelizzie6,"RT @Adm_deRuyter: @TRobinsonNewEra @DestroyTheEU Fantastic Jacob Rees-Mogg just put down 'sir' vince cable over #Brexit no soft brexit or…",pozytywna
k7ngy,"@LBC @DavidDavisMP @MichelBarnier Davis, Fox tackling WTO and EU. Enough in UK to be pessimistic so even if you dis… https://t.co/Ohx2peGoDl",negatywna
ColinMcAlliste3,"RT @nickreeves9876: Petition to Jeremy Corbyn: My vote for Labour is NOT a vote for #Brexit https://t.co/bXWnZo1AKm … #Remain #Labour #GE2…",pozytywna
TheGreatRemain,@Selfvertroue91 Should not be given to leavers #brexit,pozytywna
MissLauraMarcus,"@DavidDavisMP She walked up to me and she asked me to dance. I asked her her name &amp; in a dark brown voice she said ""Angela"" #Brexit",pozytywna
tom7p,RT @janemerrick23: Michel Barnier says there will be one week of #Brexit negotiations every month. So like a period. Only more painful.,negatywna
Derby4Europe,RT @CER_IanBond: Interesting. Is the awful truth about #Brexit starting to dawn - that the best to hope for is damage limitation? https://t…,pozytywna
NotAdric,RT @janemerrick23: Michel Barnier says there will be one week of #Brexit negotiations every month. So like a period. Only more painful.,negatywna
RealTimMitchell,RT @beaubodor: UK #Brexit negotiation team heads to Brussels. https://t.co/jUcrXbX5Ov,pozytywna
craigm2017,RT @janemerrick23: Michel Barnier says there will be one week of #Brexit negotiations every month. So like a period. Only more painful.,negatywna
CommonWealAngus,"RT @AngusMacNeilSNP: #Indyref2 post #Brexit certainly is on table, especially while possibility of failed Tory election candidates going to…",negatywna
ForensicShop,"So worth while, supercharge your future and grow at your own pace. https://t.co/QxqrfNfhHF #business #brexit #empowerment",pozytywna
Com_Forensics,"So worth while, supercharge your future and grow at your own pace. https://t.co/QxqrfNfhHF #business #brexit #empowerment",pozytywna
TriniCSI,"So worth while, supercharge your future and grow at your own pace. https://t.co/DoTWFPOjjF #business #brexit #empowerment",pozytywna
RtHonJon,RT @janemerrick23: Michel Barnier says there will be one week of #Brexit negotiations every month. So like a period. Only more painful.,negatywna
AndrewG999,"RT @nickreeves9876: Petition to Jeremy Corbyn: My vote for Labour is NOT a vote for #Brexit https://t.co/bXWnZo1AKm … #Remain #Labour #GE2…",pozytywna
samvjones,RT @SirSocks: #Brexit Must we suffer daily bulletins from the commentariat? Like an iceberg two-thirds of this negotiation is hidden below…,negatywna
proud_remoaner,@rec777777 @Peston @DavidDavisMP Hehe. Busted. Not a SINGLE one. Proves my point. Multiply your ignorance by 17m an… https://t.co/z8VkUu2Xd4,negatywna
T_Miller_Harper,RT @LBC: How do you feel about the prospect of a successful Brexit negotiation? #CliveOnLBC #Brexit @DavidDavisMP @MichelBarnier,pozytywna
Eintrachtrob,RT @janemerrick23: Michel Barnier says there will be one week of #Brexit negotiations every month. So like a period. Only more painful.,negatywna
UncannyVal,RT @janemerrick23: Michel Barnier says there will be one week of #Brexit negotiations every month. So like a period. Only more painful.,negatywna
Ozygmios,"@DavidDavisMP @MichelBarnier Truly, a tougher stance has never been seen... outside of a children's playground. #Brexit",pozytywna
mvanhulten,"Maybe, but if we're going to turn #Brexit negs into a permanent score-keeping (or score-settling) thing, it's going… https://t.co/JXh0azbMG9",negatywna
ColinMcAlliste3,"RT @nickreeves9876: Macron plans to reform the EU, Britain storms out in an infantile strop. #Brexit #Remain #StopBrexit",pozytywna
andrewgscott,"RT @joannaccherry: After all his bluster about ""the row of the summer"" @DavidDavisMP caves in to the #EU timetable for #Brexit negotiations…",pozytywna
Kasia_Lech,"RT @HMCabinetCat: Full marks for a Diverse &amp; Inclusive team goes to David Davis.... #brexittalks #Brexit #Diversity https://t.co/pocCKfgxIQ",pozytywna
egracieb,"RT @theSNP: As #Brexit negotiations start today read @NicolaSturgeon on why there should be a genuine four-nation approach. https://t.co/J…",pozytywna
OsmanodHapie,RT @dw_europe: Theresa May says #Brexit talks will begin in just 10 days https://t.co/AVXDXRNkGx,pozytywna
hannahmerich,RT @janemerrick23: Michel Barnier says there will be one week of #Brexit negotiations every month. So like a period. Only more painful.,negatywna
LukasEberli,"RT @EU_Commission: We must 1st tackle uncertainties caused by #Brexit .For us, transparency is key. Find our negotiating documents here htt…",negatywna
longsight9a,"RT @gwjschenk: I love this summary by David Dimbleby on the #ExitPoll #GeneralElection17 #Brexit #brexitshambles https://t.co/61NLNmF1tA",pozytywna
LukasEberli,"RT @EU_Commission: Article 50 negotiations just started. #Brexit https://t.co/xxbt5ayrqz",pozytywna
EUtopean,"RT @RCorbettMEP: Debating #brexit and start of #brexittalks on @BBCNews &amp; @BBCWorld https://t.co/74unJA6s3u… https://t.co/eY4UOXfKRO",pozytywna
VinzEnergy,RT @Schuldensuehner: The most complicated negotiation of all time has begun. Your guide to the EU-UK #Brexit negotiations. https://t.co/b1y…,negatywna
GwhittleW,RT @Dogtrouser: UK #Brexit Negotiation Team Arrives in Brussels. https://t.co/2jvTJeSiKk,pozytywna
LizFawcett,"As PM promises us 'frictionless' border, worth reading @hayward_katy 's reflections on practical issues post #Brexit https://t.co/JlUt2gUj8B",pozytywna
SalaAbdin,"@Peston You must be going through tough times, Bob, what with #Brexit talks starting and all major parties agreed o… https://t.co/3rsSDLyXeD",pozytywna
gooner_ped,RT @LBC: How do you feel about the prospect of a successful Brexit negotiation? #CliveOnLBC #Brexit @DavidDavisMP @MichelBarnier,pozytywna
SeamasBelfast,"RT @SDLPlive: As negotiations begin in Brussels, here are 5 things you need to know about #Brexit (Spoiler: Brexit means trouble) https://t…",negatywna
Kasia_Lech,I see no female in the UK negotiating team... All middle-age white men... Why am I shocked? #Brexit,negatywna
StockViz,RT @Reuters: LIVE: British #Brexit minister Davis says more time spent on Ireland in today's talks than any other subject. https://t.co/xwK…,negatywna
MichaelPDeacon,RT @janemerrick23: Michel Barnier says there will be one week of #Brexit negotiations every month. So like a period. Only more painful.,negatywna
laughingtories,"RT @UKIPNFKN: European commission to crackdown on offshore tax avoidance via @guardian #Brexit #MayDUP #BrexitExit https://t.co/C9lDHMyhbK",negatywna
lunaperla,RT @janemerrick23: Michel Barnier says there will be one week of #Brexit negotiations every month. So like a period. Only more painful.,negatywna
AdrastusDarke,"RT @James4Labour: All those who voted for the @Conservatives to ""strengthen"" @theresa_may's hand YOU WERE LIED TO. AGAIN. #Brexit negotia…",pozytywna
jesseja98617169,"RT @UKIPNFKN: Have the Tories learned nothing about compassion? | Matthew d’Ancona via @guardian #Brexit #MayDUP #BrexitExit https://t.co/T…",pozytywna
pault14761,"RT @paul_smudga: @nickreeves9876 @RantingUnderDog #DanielHannan has certainly changed his tune.....#Wobbly #Tory party , #brexit https://t.…",negatywna
catherinemginn,"RT @azuretone: No Deal should mean NO #Brexit We either negotiate a good deal for the UK or we STAY. NO #WTO tariffs, no hard Brexit.",pozytywna
chowdhuryd,@BBCNews i assume that's a picture of 'shit creek'!!?! #brexit #uk #unitedkingdom #wasteoftime #wasteofmoney… https://t.co/pNRkJOn1yt,pozytywna
Eluned_Morgan,RT @SeneddEAAL: Informative and productive meetings in Dublin today as part of our inquiry into the implications of #Brexit for ports. Go r…,pozytywna
SaltyHarrumph,"RT @lunaperla: @jerryhogg Above all, Freedom of Movement ≠ Open Borders There's been a deliberate attempt by some leaders of the #Brexit mo…",pozytywna
LiamM2868,"If anything highlights how the media have us by the balls in this country, it will be coverage of #Brexit. Lies, damned lies and propaganda",negatywna
JASloan,RT @janemerrick23: Michel Barnier says there will be one week of #Brexit negotiations every month. So like a period. Only more painful.,negatywna
Thistletot,"RT @AngusMacNeilSNP: #Indyref2 post #Brexit certainly is on table, especially while possibility of failed Tory election candidates going to…",negatywna
Rosiecat2,"RT @RCorbettMEP: Debating #brexit and start of #brexittalks on @BBCNews &amp; @BBCWorld https://t.co/74unJA6s3u… https://t.co/eY4UOXfKRO",pozytywna
catherinemginn,RT @POLITICOEurope: The EU goes one up on the first day of #Brexit talks https://t.co/SJGU70UPRp,pozytywna
lunaperla,"RT @UKIPNFKN: European commission to crackdown on offshore tax avoidance via @guardian #Brexit #MayDUP #BrexitExit https://t.co/C9lDHMyhbK",negatywna
CatherineBorn1,"RT @Molly4Bristol: Delusion and dishonesty have triumphed. We need to get real on #Brexit. My letter in today's @guardian https://t.co/8sUr…",pozytywna
Stulake65,"RT @libdemfightbac: Can we now pls now all agree that we were grievously lied to about the process costs &amp; benefits of #Brexit &amp; call a hal…",pozytywna
VERITIEANDFAITH,"#SCOTTISH #LITERATURE --- A P A T R I O T I C SHOUT https://t.co/7ciFzE7ukN #WRITING #BREXIT #SCOTLAND #SOUTHERN",pozytywna
jackislander,"EU, UK agree priorities, timetable for Brexit talks, according to a statement #brexittalks #Brexit https://t.co/KGP2ESISpy",pozytywna
RealTimMitchell,"RT @beaubodor: UK #Brexit negotiation team heads to Brussels. ♫ Who will buy♫ https://t.co/bbfggD8zzg",pozytywna
erekose6,RT @UKIPNFKN: Magazine: Biffing the Biffers Daily #Brexit #FarRight #UKIP #BNP #BritainFirst #EDL #Pegida https://t.co/DmlR80i3II Thanks to…,pozytywna
DanGregorious,"RT @tony_nog: #Brexit #In Thread - reality of today's concession by Davis 1) Today the UK agreed to the EU's ""sequencing"", ie sort out the…",pozytywna
MissLauraMarcus,@DavidDavisMP When we come out the #EU we'll be lazing on every sunny afternoon because there'll be no jobs. #Brexit #BrexitNegotiations,pozytywna
murmuration94,"@norespawns @stephenkb Sorry, just not buying it. Man is a liar who manipulated his 'followers' #brexit",negatywna
jymbudd,"RT @UKIPNFKN: Tory-DUP deal 'in breach of Good Friday agreement', claims Sinn Féin via @guardian #Brexit #MayDUP #BrexitExit https://t.co/5…",pozytywna
HannahChapter1,RT @JamieHolePunch: @Tucker5law And this #Brexit gameshow looks shit as well. https://t.co/7AUSSWDZHc,pozytywna
merlinslaugh,RT @JamieHolePunch: @Tucker5law And this #Brexit gameshow looks shit as well. https://t.co/7AUSSWDZHc,pozytywna
russelljj,"RT @UKIPNFKN: There are no known benefits to #Brexit - only huge social political &amp; economic damage It's time to #StopBrexit #Poverty #E…",negatywna
lismoreberti,RT @LBC: How do you feel about the prospect of a successful Brexit negotiation? #CliveOnLBC #Brexit @DavidDavisMP @MichelBarnier,pozytywna
